,0,1,2,3
0,1.6034419965935938,1.2544487169122975,1.3546767805551005,1.4163356595829422
1,1.2877203762528016,1.5800488631681469,1.674823053771135,1.5359243176870838
2,3.4141104240977667,2.8941520563287635,2.7181595543153936,2.039615346952333
3,2.987424272387897,2.4155481094504823,1.9505150205632962,1.950562244775094
4,2.2440904393828287,2.101341766124359,1.7309394167526828,1.5617270935508385
5,2.659753090502247,2.341959006308578,2.0832739248886254,1.7075790605096346
6,2.8950283973086135,2.901954588968632,2.5635981590228782,1.839149127673934
1.6034419965935938,1.2544487169122975,1.3546767805551005,1.4163356595829422
1.2877203762528016,1.5800488631681469,1.674823053771135,1.5359243176870838
3.4141104240977667,2.8941520563287635,2.7181595543153936,2.039615346952333
2.987424272387897,2.4155481094504823,1.9505150205632962,1.950562244775094
2.2440904393828287,2.101341766124359,1.7309394167526828,1.5617270935508385
2.659753090502247,2.341959006308578,2.0832739248886254,1.7075790605096346
2.8950283973086135,2.901954588968632,2.5635981590228782,1.839149127673934
