1	-27	83	-3
2	-36	76	24
3	-71	51	-3
4	-48	59	44
5	-33	33	74
6	-78	30	27
7	-87	0	-3
8	-63	0	61
9	-33	-33	74
10	-78	-30	27
11	-71	-51	-3
12	-48	-59	44
13	0	-63	61
14	-36	-76	24
15	-27	-83	-3
16	0	-87	-3
17	27	-83	-3
18	36	-76	24
19	48	-59	44
20	71	-51	-3
21	78	-30	27
22	33	-33	74
23	63	0	61
24	87	0	-3
25	78	30	27
26	33	33	74
27	48	59	44
28	71	51	-3
29	36	76	24
30	27	83	-3
31	0	63	61
32	0	0	88
